Sigla,Codigo,Municipio,pop,fundo_municipal,desp_orcament,receita,superavit,fundo_municipal_PC,desp_orcament_PC ,receita_PC,,
RN,2410702,Riacho da Cruz,3.165,4.778.246,6.744.854,8.746.374,2.001.520,1509.71,2131.08,2763.47,,
RN,2410801,Riacho de Santana,4.156,5.028.581,6.225.161,9.000.757,2.775.596,1209.96,1497.87,2165.73,,
RN,2410900,Riachuelo,7.067,4.778.246,8.897.457,10.021.108,1.123.651,676.13,1259.01,1418.01,,
RN,2411007,Rodolfo Fernandes,4.418,4.778.246,6.227.461,9.711.736,3.484.275,1081.54,1409.57,2198.22,,
RN,2411056,Tibau,3.687,7.794.034,13.826.799,19.255.521,5.428.722,2113.92,3750.15,5222.54,,
RN,2411106,Ruy Barbosa,3.595,4.778.246,9.403.827,8.603.857,-799.970,1329.14,2615.81,2393.28,,
RN,2411205,Santa Cruz,35.797,12.844.481,30.030.181,35.945.551,5.915.370,358.81,838.90,1004.15,,
RN,2411403,Santana do Matos,13.809,7.963.744,11.355.609,17.629.759,6.274.150,576.71,822.33,1276.69,,
RN,2411429,Santana do Seridó,2.526,4.816.680,4.765.212,7.181.983,2.416.771,1906.84,1886.47,2843.22,,
RN,2411502,Santo Antônio,22.216,9.556.492,15.780.563,23.348.158,7.567.595,430.16,710.32,1050.96,,
RN,2411601,São Bento do Norte,2.975,4.778.246,5.957.475,8.281.668,2.324.193,1606.13,2002.51,2783.75,,
RN,2411700,São Bento do Trairí,3.905,4.778.246,6.501.188,7.993.839,1.492.651,1223.62,1664.84,2047.08,,
RN,2411809,São Fernando,3.401,4.778.246,5.053.960,8.489.581,3.435.621,1404.95,1486.02,2496.20,,
RN,2411908,São Francisco do Oeste,3.874,7.794.034,13.826.799,19.255.521,5.428.722,2011.88,3569.13,4970.45,,
RN,2412005,São Gonçalo do Amarante,87.668,20.705.733,76.514.034,109.135.619,32.621.585,236.18,872.77,1244.87,,
RN,2412104,São João do Sabugi,5.922,4.778.246,5.880.525,8.292.977,2.412.452,806.86,993.00,1400.37,,
RN,2412203,São José de Mipibu,39.776,15.085.742,34.999.168,48.481.967,13.482.799,379.27,879.91,1218.87,,
RN,2412302,São José do Campestre,12.356,6.317.850,9.782.773,14.466.267,4.683.494,511.32,791.74,1170.79,,
RN,2412401,São José do Seridó,4.231,4.778.246,6.122.104,8.423.235,2.301.131,1129.34,1446.96,1990.84,,
RN,2412500,São Miguel,22.157,9.556.492,20.746.860,26.385.457,5.638.597,431.31,936.36,1190.84,,
RN,2412559,São Miguel de Touros,8.670,4.778.246,9.482.149,14.044.478,4.562.329,551.12,1093.67,1619.89,,
RN,2412609,São Paulo do Potengi,15.843,8.380.968,16.546.172,20.879.937,4.333.765,529.00,1044.38,1317.93,,
RN,2412708,São Pedro,6.235,4.778.246,7.183.062,9.801.191,2.618.129,766.36,1152.05,1571.96,,
RN,2412807,São Rafael,8.111,4.778.246,8.501.470,10.559.787,2.058.317,589.11,1048.14,1301.91,,
RN,2412906,São Tomé,10.827,6.370.994,12.559.315,15.526.559,2.967.244,588.44,1160.00,1434.06,,
RN,2413003,São Vicente,6.028,4.778.246,6.704.140,10.238.810,3.534.670,792.68,1112.17,1698.54,,
RN,2413102,Senador Elói de Souza,5.637,4.816.680,7.617.296,9.957.369,2.340.073,854.48,1351.30,1766.43,,
RN,2413201,Senador Georgino Avelino,3.924,4.778.246,5.884.969,8.715.348,2.830.379,1217.70,1499.74,2221.04,,
RN,2413300,Serra de São Bento,5.743,4.688.823,5.012.759,8.443.553,3.430.794,816.44,872.85,1470.23,,
RN,2413359,Serra do Mel,10.287,4.778.269,13.075.979,15.670.165,2.594.186,464.50,1271.12,1523.30,,
RN,2413409,Serra Negra do Norte,7.770,4.778.246,8.577.313,10.594.266,2.016.953,614.96,1103.90,1363.48,,
RN,2413508,Serrinha,6.581,4.778.246,8.348.404,11.489.248,3.140.844,726.07,1268.56,1745.82,,
RN,2413557,Serrinha dos Pintos,4.540,4.778.246,6.848.826,8.426.536,1.577.710,1052.48,1508.55,1856.07,,
RN,2413607,Severiano Melo,5.752,7.794.034,13.826.799,19.255.521,5.428.722,1355.01,2403.82,3347.62,,
RN,2413706,Sítio Novo,5.020,4.778.246,7.766.373,9.066.280,1.299.907,951.84,1547.09,1806.03,,
RN,2413805,Taboleiro Grande,2.317,4.816.680,6.195.049,8.353.598,2.158.549,2078.84,2673.74,3605.35,,
RN,2413904,Taipu,11.836,6.370.995,10.460.162,15.094.314,4.634.152,538.27,883.76,1275.29,,
RN,2414001,Tangará,14.175,7.963.744,12.897.283,18.052.732,5.155.449,561.82,909.86,1273.56,,
RN,2414100,Tenente Ananias,9.883,4.778.246,8.456.291,11.225.066,2.768.775,483.48,855.64,1135.80,,
RN,2414159,Tenente Laurentino Cruz,5.406,4.778.246,7.371.543,11.079.097,3.707.554,883.88,1363.59,2049.41,,
RN,2414209,Tibau do Sul,11.385,6.370.995,15.539.082,18.622.407,3.083.325,559.60,1364.87,1635.70,,
RN,2414308,Timbaúba dos Batistas,2.295,4.776.834,2.012.742,7.667.432,5.654.690,2081.41,877.01,3340.93,,
RN,2414407,Touros,31.089,11.153.438,29.665.399,37.518.447,7.853.048,358.76,954.21,1206.81,,
RN,2414456,Triunfo Potiguar,3.368,4.816.680,7.004.210,9.031.142,2.026.932,1430.13,2079.63,2681.46,,
RN,2414506,Umarizal,10.659,6.735.436,9.836.654,13.616.805,3.780.151,631.90,922.85,1277.49,,
RN,2414605,Upanema,12.992,6.370.995,16.087.993,18.575.447,2.487.454,490.38,1238.30,1429.76,,
RN,2414704,Várzea,5.236,4.778.246,6.562.694,8.332.154,1.769.460,912.58,1253.38,1591.32,,
RN,2414753,Venha-Ver,3.821,4.778.317,6.736.478,8.743.742,2.007.264,1250.54,1763.01,2288.34,,
RN,2414803,Vera Cruz,10.719,6.370.995,13.732.554,14.679.861,947.307,594.36,1281.14,1369.52,,
RN,2414902,Viçosa,1.618,4.778.246,5.774.015,7.282.366,1.508.351,2953.18,3568.61,4500.84,,
RN,2415008,Vila Flor,2.872,4.877.809,5.329.797,7.793.057,2.463.260,1698.40,1855.78,2713.46,,
SE,2800100,Amparo de São Francisco,2.275,4.676.421,5.984.912,8.888.618,2.903.706,2055.57,2630.73,3907.08,,
SE,2800209,Aquidabã,20.056,9.352.841,18.169.932,24.033.430,5.863.498,466.34,905.96,1198.32,,
SE,2800308,Aracaju,571.149,140.495.347,496.798.713,867.608.876,370.810.163,245.99,869.82,1519.06,,
SE,2800407,Arauá,10.878,6.235.227,9.252.331,17.525.688,8.273.357,573.20,850.55,1611.11,,
SE,2800506,Areia Branca,16.857,7.794.034,15.335.411,22.015.249,6.679.838,462.36,909.74,1306.00,,
SE,2800605,Barra dos Coqueiros,24.976,9.352.841,21.640.713,31.963.152,10.322.439,374.47,866.46,1279.75,,
SE,2800670,Boquim,25.533,10.911.648,21.909.763,31.831.839,9.922.076,427.35,858.10,1246.69,,
SE,2800704,Brejo Grande,7.742,4.676.421,8.874.922,13.521.771,4.646.849,604.03,1146.33,1746.55,,
SE,2801009,Campo do Brito,16.749,7.794.034,14.848.571,19.902.154,5.053.583,465.34,886.53,1188.26,,
SE,2801108,Canhoba,3.956,4.676.421,6.326.975,9.290.908,2.963.933,1182.11,1599.34,2348.56,,
SE,2801207,Canindé de São Francisco,24.686,9.352.841,61.371.099,105.610.363,44.239.264,378.87,2486.07,4278.15,,
SE,2801306,Capela,30.761,10.913.043,40.298.694,65.813.738,25.515.044,354.77,1310.06,2139.52,,
SE,2801405,Carira,20.007,9.353.214,35.591.223,26.567.476,-9.023.747,467.50,1778.94,1327.91,,
SE,2801504,Carmópolis,13.503,6.235.227,46.114.429,59.464.784,13.350.355,461.77,3415.12,4403.82,,
SE,2801603,Cedro de São João,5.633,1.903.500,7.025.431,9.274.700,2.249.269,337.92,1247.19,1646.49,,
SE,2801702,Cristinápolis,16.519,7.794.034,18.960.644,23.444.883,4.484.239,471.82,1147.81,1419.27,,
SE,2801900,Cumbe,3.813,4.725.239,5.912.265,8.572.758,2.660.493,1239.24,1550.55,2248.30,,
SE,2802007,Divina Pastora,4.326,7.794.034,13.826.799,19.255.521,5.428.722,1801.67,3196.21,4451.11,,
SE,2802106,Estância,64.409,18.705.682,74.747.434,102.521.393,27.773.959,290.42,1160.51,1591.72,,
SE,2802205,Feira Nova,5.324,4.676.421,6.822.946,9.563.537,2.740.591,878.37,1281.55,1796.31,,
SE,2802304,Frei Paulo,13.874,3.458.529,10.937.599,12.212.920,1.275.321,249.28,788.35,880.27,,
SE,2802403,Gararu,11.405,6.235.227,11.428.065,14.644.008,3.215.943,546.71,1002.02,1284.00,,
SE,2802502,General Maynard,2.929,4.676.421,4.898.604,8.270.404,3.371.800,1596.59,1672.45,2823.63,,
SE,2802601,Gracho Cardoso,5.645,4.725.239,4.466.412,9.043.625,4.577.213,837.07,791.22,1602.06,,
SE,2802700,Ilha das Flores,8.348,4.676.421,6.598.753,10.702.293,4.103.540,560.18,790.46,1282.02,,
SE,2802809,Indiaroba,15.831,9.352.841,17.872.955,27.223.441,9.350.486,590.79,1128.98,1719.63,,
SE,2802908,Itabaiana,86.967,21.823.296,65.221.081,87.194.180,21.973.099,250.94,749.95,1002.61,,
SE,2803005,Itabaianinha,38.910,14.029.262,32.216.807,45.643.674,13.426.867,360.56,827.98,1173.06,,
SE,2803104,Itabi,4.972,4.725.239,5.115.615,9.207.043,4.091.428,950.37,1028.88,1851.78,,
SE,2803203,Itaporanga d'Ajuda,30.419,10.911.648,31.383.892,47.040.792,15.656.900,358.71,1031.72,1546.43,,
SE,2803302,Japaratuba,16.864,7.794.034,14.945.530,29.417.768,14.472.238,462.17,886.24,1744.41,,
SE,2803401,Japoatã,12.938,7.794.034,13.534.114,20.031.697,6.497.583,602.41,1046.07,1548.28,,
SE,2803500,Lagarto,94.861,23.382.103,64.141.010,100.640.129,36.499.119,246.49,676.16,1060.92,,
SE,2803609,Laranjeiras,26.902,10.911.648,47.877.066,69.767.839,21.890.773,405.61,1779.68,2593.41,,
SE,2803708,Macambira,6.401,4.676.421,7.449.366,11.402.929,3.953.563,730.58,1163.78,1781.43,,
SE,2803807,Malhada dos Bois,3.456,1.632.222,1.086.759,8.212.153,7.125.394,472.29,314.46,2376.20,,
SE,2803906,Malhador,12.042,6.235.227,10.772.788,14.557.048,3.784.260,517.79,894.60,1208.86,,
SE,2804003,Maruim,16.343,7.794.034,16.264.218,22.042.635,5.778.417,476.90,995.18,1348.75,,
SE,2804102,Moita Bonita,11.001,6.235.227,10.167.618,15.277.381,5.109.763,566.79,924.24,1388.73,,
SE,2804201,Monte Alegre de Sergipe,13.627,7.794.034,14.668.803,17.432.233,2.763.430,571.96,1076.45,1279.24,,
SE,2804300,Muribeca,7.344,4.676.421,8.748.001,12.565.914,3.817.913,636.77,1191.18,1711.04,,
SE,2804409,Neópolis,18.506,9.352.841,15.008.451,22.708.472,7.700.021,505.40,811.00,1227.09,,
SE,2804458,Nossa Senhora Aparecida,8.508,4.676.421,7.997.496,11.926.434,3.928.938,549.65,940.00,1401.79,,
SE,2804508,Nossa Senhora da Glória,32.497,12.470.455,27.270.846,36.463.986,9.193.140,383.74,839.18,1122.07,,
SE,2804607,Nossa Senhora das Dores,24.580,10.911.648,21.103.142,27.752.359,6.649.217,443.92,858.55,1129.06,,
SE,2804706,Nossa Senhora de Lourdes,6.238,4.725.239,6.683.463,8.892.692,2.209.229,757.49,1071.41,1425.57,,
SE,2804805,Nossa Senhora do Socorro,160.827,47.618.306,93.878.768,140.271.853,46.393.085,296.08,583.73,872.19,,
SE,2804904,Pacatuba,13.137,6.174.835,18.180.579,23.918.337,5.737.758,470.03,1383.92,1820.68,,
SE,2805000,Pedra Mole,2.974,4.725.275,5.109.862,8.641.117,3.531.255,1588.86,1718.18,2905.55,,
SE,2805109,Pedrinhas,8.833,4.676.421,9.349.703,12.285.446,2.935.743,529.43,1058.50,1390.86,,
SE,2805208,Pinhão,5.973,4.676.421,5.890.207,10.304.225,4.414.018,782.93,986.14,1725.13,,
SE,2805307,Pirambu,8.369,4.676.421,9.718.924,15.439.596,5.720.672,558.78,1161.30,1844.86,,
SE,2805406,Poço Redondo,30.880,10.911.648,19.496.526,31.716.518,12.219.992,353.36,631.36,1027.09,,
SE,2805505,Poço Verde,21.983,9.953.470,18.036.158,26.380.261,8.344.103,452.78,820.46,1200.03,,
SE,2805604,Porto da Folha,27.146,10.378.639,23.505.241,31.992.393,8.487.152,382.33,865.88,1178.53,,
SE,2805703,Propriá,28.451,10.911.648,21.581.792,32.290.716,10.708.924,383.52,758.56,1134.96,,
SE,2805802,Riachão do Dantas,19.386,9.353.349,18.587.796,25.999.712,7.411.916,482.48,958.83,1341.16,,
SE,2805901,Riachuelo,9.355,4.676.331,11.229.760,16.372.366,5.142.606,499.88,1200.40,1750.12,,
SE,2806008,Ribeirópolis,17.173,7.134.659,14.240.997,17.734.151,3.493.154,415.46,829.27,1032.68,,
SE,2806107,Rosário do Catete,9.221,4.676.421,26.079.366,63.591.171,37.511.805,507.15,2828.26,6896.34,,
SE,2806206,Salgado,19.365,9.352.841,15.601.867,18.632.006,3.030.139,482.98,805.67,962.15,,
SE,2806305,Santa Luzia do Itanhy,12.969,6.235.227,15.673.161,20.940.012,5.266.851,480.78,1208.51,1614.62,,
SE,2806404,Santana do São Francisco,7.038,4.676.421,7.072.070,10.468.507,3.396.437,664.45,1004.84,1487.43,,
SE,2806503,Santa Rosa de Lima,3.749,4.766.394,7.392.345,10.343.483,2.951.138,1271.38,1971.82,2759.00,,
SE,2806602,Santo Amaro das Brotas,11.410,6.235.227,15.163.252,25.466.843,10.303.591,546.47,1328.94,2231.98,,
SE,2806701,São Cristóvão,78.864,20.264.489,26.142.059,47.982.979,21.840.920,256.95,331.48,608.43,,
SE,2806800,São Domingos,10.271,7.794.034,13.826.799,19.255.521,5.428.722,758.84,1346.20,1874.75,,
SE,2806909,São Francisco,3.393,2.233.356,3.187.865,7.225.173,4.037.308,658.22,939.54,2129.44,,
SE,2807006,São Miguel do Aleixo,3.698,4.676.421,6.850.465,9.601.875,2.751.410,1264.58,1852.48,2596.50,,
SE,2807105,Simão Dias,38.702,14.029.262,30.137.058,41.071.300,10.934.242,362.49,778.70,1061.22,,
SE,2807204,Siriri,8.004,4.676.421,12.040.571,16.351.197,4.310.626,584.26,1504.32,2042.88,,
SE,2807303,Telha,2.957,4.664.148,5.120.067,8.983.439,3.863.372,1577.32,1731.51,3038.02,,
SE,2807402,Tobias Barreto,48.040,15.588.068,34.163.788,44.977.767,10.813.979,324.48,711.15,936.26,,
SE,2807501,Tomar do Geru,12.855,7.794.034,15.577.127,20.342.899,4.765.772,606.30,1211.76,1582.49,,
SE,2807600,Umbaúba,22.434,10.385.624,19.622.493,29.637.626,10.015.133,462.94,874.68,1321.10,,
